Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.37     0.00      558     0.00     0.00  std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_get_node()
  0.00      0.37     0.00      558     0.00     0.00  std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_put_node(std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*)
  0.00      0.37     0.00      558     0.00     0.00  std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_drop_node(std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*)
  0.00      0.37     0.00      558     0.00     0.00  std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >* std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<char const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<char const&>&&, std::tuple<>&&)
  0.00      0.37     0.00      558     0.00     0.00  std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*)
  0.00      0.37     0.00      558     0.00     0.00  std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_destroy_node(std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*)
  0.00      0.37     0.00      558     0.00     0.00  void std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<char const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*, std::piecewise_construct_t const&, std::tuple<char const&>&&, std::tuple<>&&)
  0.00      0.37     0.00      558     0.00     0.00  std::_Rb_tree_iterator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<char const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::piecewise_construct_t const&, std::tuple<char const&>&&, std::tuple<>&&)
  0.00      0.37     0.00      558     0.00     0.00  std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, char const&)
  0.00      0.37     0.00      558     0.00     0.00  std::_Rb_tree<char, std::pair<char const, int>, std::_Select1st<std::pair<char const, int> >, std::less<char>, std::allocator<std::pair<char const, int> > >::_M_get_node()
  0.00      0.37     0.00      558     0.00     0.00  std::_Rb_tree<char, std::pair<char const, int>, std::_Select1st<std::pair<char const, int> >, std::less<char>, std::allocator<std::pair<char const, int> > >::_M_put_node(std::_Rb_tree_node<std::pair<char const, int> >*)
  0.00      0.37     0.00      558     0.00     0.00  std::_Rb_tree<char, std::pair<char const, int>, std::_Select1st<std::pair<char const, int> >, std::less<char>, std::allocator<std::pair<char const, int> > >::_M_drop_node(std::_Rb_tree_node<std::pair<char const, int> >*)
  0.00      0.37     0.00      558     0.00     0.00  std::_Rb_tree_node<std::pair<char const, int> >* std::_Rb_tree<char, std::pair<char const, int>, std::_Select1st<std::pair<char const, int> >, std::less<char>, std::allocator<std::pair<char const, int> > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<char const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<char const&>&&, std::tuple<>&&)
  0.00      0.37     0.00      558     0.00     0.00  std::_Rb_tree<char, std::pair<char const, int>, std::_Select1st<std::pair<char const, int> >, std::less<char>, std::allocator<std::pair<char const, int> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<char const, int> >*)
  0.00      0.37     0.00      558     0.00     0.00  std::_Rb_tree<char, std::pair<char const, int>, std::_Select1st<std::pair<char const, int> >, std::less<char>, std::allocator<std::pair<char const, int> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<char const, int> >*)
  0.00      0.37     0.00      558     0.00     0.00  void std::_Rb_tree<char, std::pair<char const, int>, std::_Select1st<std::pair<char const, int> >, std::less<char>, std::allocator<std::pair<char const, int> > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<char const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<char const, int> >*, std::piecewise_construct_t const&, std::tuple<char const&>&&, std::tuple<>&&)
  0.00      0.37     0.00      558     0.00     0.00  std::_Rb_tree_iterator<std::pair<char const, int> > std::_Rb_tree<char, std::pair<char const, int>, std::_Select1st<std::pair<char const, int> >, std::less<char>, std::allocator<std::pair<char const, int> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<char const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<char const, int> >, std::piecewise_construct_t const&, std::tuple<char const&>&&, std::tuple<>&&)
  0.00      0.37     0.00      558     0.00     0.00  std::_Rb_tree<char, std::pair<char const, int>, std::_Select1st<std::pair<char const, int> >, std::less<char>, std::allocator<std::pair<char const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<char const, int> >, char const&)
  0.00      0.37     0.00      541     0.00     0.00  serial::insertMinHeap(serial::MinH*, serial::MinHNode*)
  0.00      0.37     0.00      514     0.00     0.00  std::_Rb_tree<char, std::pair<char const, int>, std::_Select1st<std::pair<char const, int> >, std::less<char>, std::allocator<std::pair<char const, int> > >::_M_leftmost()
  0.00      0.37     0.00      512     0.00     0.00  std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node_base*&, std::_Rb_tree_node_base*&)
  0.00      0.37     0.00      431     0.00     0.00  std::_Rb_tree_iterator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::operator--()
  0.00      0.37     0.00      403     0.00     0.00  std::_Rb_tree_iterator<std::pair<char const, int> >::operator--()
  0.00      0.37     0.00      202     0.00     0.00  std::_Rb_tree<char, std::pair<char const, int>, std::_Select1st<std::pair<char const, int> >, std::less<char>, std::allocator<std::pair<char const, int> > >::_M_rightmost()
  0.00      0.37     0.00      152     0.00     0.00  std::_Rb_tree<char, std::pair<char const, int>, std::_Select1st<std::pair<char const, int> >, std::less<char>, std::allocator<std::pair<char const, int> > >::size() const
  0.00      0.37     0.00      118     0.00     0.00  std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_rightmost()
  0.00      0.37     0.00       76     0.00     0.00  std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::size() const
  0.00      0.37     0.00       51     0.00     0.00  __gnu_cxx::new_allocator<unsigned int>::~new_allocator()
  0.00      0.37     0.00       51     0.00     0.00  std::allocator<unsigned int>::~allocator()
  0.00      0.37     0.00       34     0.00     0.00  __gnu_cxx::new_allocator<unsigned int>::new_allocator(__gnu_cxx::new_allocator<unsigned int> const&)
  0.00      0.37     0.00       34     0.00     0.00  __gnu_cxx::new_allocator<char>::max_size() const
  0.00      0.37     0.00       34     0.00     0.00  __gnu_cxx::new_allocator<unsigned int>::max_size() const
  0.00      0.37     0.00       34     0.00     0.00  std::map<char, int, std::less<char>, std::allocator<std::pair<char const, int> > >::size() const
  0.00      0.37     0.00       34     0.00     0.00  std::allocator<unsigned int>::allocator(std::allocator<unsigned int> const&)
  0.00      0.37     0.00       34     0.00     0.00  std::_Vector_base<char, std::allocator<char> >::_M_get_Tp_allocator()
  0.00      0.37     0.00       34     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator()
  0.00      0.37     0.00       34     0.00     0.00  std::_Rb_tree_header::_M_reset()
  0.00      0.37     0.00       34     0.00     0.00  std::_Rb_tree_header::_Rb_tree_header()
  0.00      0.37     0.00       34     0.00     0.00  std::_Rb_tree_key_compare<std::less<char> >::_Rb_tree_key_compare()
  0.00      0.37     0.00       34     0.00     0.00  std::_Rb_tree<char, std::pair<char const, int>, std::_Select1st<std::pair<char const, int> >, std::less<char>, std::allocator<std::pair<char const, int> > >::begin()
  0.00      0.37     0.00       34     0.00     0.00  unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      0.37     0.00       17     0.00    21.77  HuffTest(unsigned int)
  0.00      0.37     0.00       17     0.00     0.00  serial::DeleteTree(serial::MinHNode*)
  0.00      0.37     0.00       17     0.00     0.00  serial::createMinH(unsigned int)
  0.00      0.37     0.00       17     0.00     0.00  serial::buildHfTree(std::vector<char, std::allocator<char> > const&, std::vector<unsigned int, std::allocator<unsigned int> > const&)
  0.00      0.37     0.00       17     0.00     0.00  serial::printHCodes(serial::MinHNode*, int*, int, std::map<char, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >&)
  0.00      0.37     0.00       17     0.00     0.00  serial::buildMinHeap(serial::MinH*)
  0.00      0.37     0.00       17     0.00    16.80  serial::huffmanEncoder(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, serial::MinHNode**)
  0.00      0.37     0.00       17     0.00     0.00  serial::createAndBuildMinHeap(std::vector<char, std::allocator<char> > const&, std::vector<unsigned int, std::allocator<unsigned int> > const&)
  0.00      0.37     0.00       17     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::new_allocator()
